promotion_id,sku_id,category,start_date,end_date,discount_percentage,region,store_format,sales_uplift_units,roi_percentage
PROMO_2024_8141,SKU_Snacks_100,Cereals,2024-08-06,2024-08-13,28.7,East,Online,1291,8.0
PROMO_2024_8142,SKU_Cereals_180,Beverages,2024-10-24,2024-10-31,17.9,East,Hypermarket,2377,15.0
PROMO_2024_8143,SKU_Beverages_957,Beverages,2024-11-18,2024-11-25,24.4,East,Hypermarket,1583,19.0
PROMO_2024_8144,SKU_Snacks_448,Frozen,2024-08-14,2024-08-21,29.1,South,Online,2566,7.9
PROMO_2024_8145,SKU_Frozen_492,Snacks,2024-12-13,2024-12-20,17.4,West,Express,1573,15.5
PROMO_2024_8146,SKU_Dairy_225,Dairy,2024-12-02,2024-12-09,28.4,East,Express,2110,16.3
PROMO_2024_8147,SKU_Dairy_417,Cereals,2024-08-25,2024-09-01,17.9,South,Express,1964,10.1
PROMO_2024_8148,SKU_Cereals_558,Cereals,2024-07-19,2024-07-26,11.7,West,Online,2174,11.9
PROMO_2024_8149,SKU_Frozen_330,Frozen,2024-07-18,2024-07-25,27.7,South,Express,2894,14.6
PROMO_2024_8150,SKU_Snacks_418,Beverages,2024-03-20,2024-03-27,14.0,South,Online,1792,6.3
PROMO_2024_8151,SKU_Snacks_830,Frozen,2024-07-31,2024-08-07,14.1,West,Online,1665,11.7
PROMO_2024_8152,SKU_Beverages_170,Dairy,2024-11-18,2024-11-25,24.7,South,Online,1512,11.2
PROMO_2024_8153,SKU_Cereals_154,Dairy,2024-01-29,2024-02-05,29.0,West,Express,2069,16.6
PROMO_2024_8154,SKU_Beverages_319,Beverages,2024-01-24,2024-01-31,24.9,East,Hypermarket,1339,9.9
PROMO_2024_8155,SKU_Cereals_538,Beverages,2024-10-07,2024-10-14,28.4,North,Online,2108,6.6
PROMO_2024_8156,SKU_Dairy_408,Frozen,2024-06-08,2024-06-15,25.8,West,Express,525,19.5
PROMO_2024_8157,SKU_Beverages_976,Dairy,2024-12-08,2024-12-15,28.0,East,Express,605,8.1
PROMO_2024_8158,SKU_Snacks_777,Snacks,2024-07-11,2024-07-18,27.6,South,Online,2265,11.1
PROMO_2024_8159,SKU_Dairy_200,Frozen,2024-03-14,2024-03-21,29.4,South,Hypermarket,2370,8.4
PROMO_2024_8160,SKU_Beverages_545,Dairy,2024-07-17,2024-07-24,19.1,North,Express,681,19.0
PROMO_2024_8161,SKU_Dairy_796,Dairy,2024-03-22,2024-03-29,25.2,South,Express,2029,15.7
PROMO_2024_8162,SKU_Cereals_365,Dairy,2024-07-30,2024-08-06,24.0,West,Express,2423,14.4
PROMO_2024_8163,SKU_Beverages_128,Snacks,2024-08-01,2024-08-08,13.2,North,Online,1020,17.3
PROMO_2024_8164,SKU_Frozen_822,Beverages,2024-05-10,2024-05-17,26.3,East,Online,2337,7.6
PROMO_2024_8165,SKU_Beverages_708,Cereals,2024-12-18,2024-12-25,19.1,East,Online,1253,11.3
PROMO_2024_8166,SKU_Frozen_751,Cereals,2024-06-03,2024-06-10,10.5,East,Online,2459,12.7
PROMO_2024_8167,SKU_Frozen_350,Snacks,2024-02-06,2024-02-13,20.4,North,Express,551,8.3
PROMO_2024_8168,SKU_Cereals_459,Dairy,2024-05-02,2024-05-09,25.3,West,Hypermarket,1893,7.9
PROMO_2024_8169,SKU_Cereals_645,Beverages,2024-05-07,2024-05-14,11.7,South,Online,2078,5.9
PROMO_2024_8170,SKU_Dairy_806,Snacks,2024-10-18,2024-10-25,16.2,East,Express,2842,6.3
PROMO_2024_8171,SKU_Snacks_113,Frozen,2024-01-22,2024-01-29,26.6,West,Express,2662,10.8
PROMO_2024_8172,SKU_Cereals_364,Cereals,2024-10-11,2024-10-18,26.1,East,Hypermarket,2092,6.1
PROMO_2024_8173,SKU_Cereals_306,Cereals,2024-07-26,2024-08-02,17.9,East,Express,2655,10.2
PROMO_2024_8174,SKU_Dairy_190,Cereals,2024-10-20,2024-10-27,15.8,North,Online,2801,18.8
PROMO_2024_8175,SKU_Dairy_368,Frozen,2024-06-10,2024-06-17,20.5,West,Express,2670,15.6
PROMO_2024_8176,SKU_Cereals_273,Beverages,2024-05-09,2024-05-16,25.3,South,Online,2383,6.0
PROMO_2024_8177,SKU_Frozen_714,Frozen,2024-04-20,2024-04-27,25.2,West,Online,1441,10.1
PROMO_2024_8178,SKU_Beverages_802,Beverages,2024-05-24,2024-05-31,16.7,North,Express,2292,18.6
PROMO_2024_8179,SKU_Cereals_227,Frozen,2024-04-13,2024-04-20,24.9,East,Hypermarket,2121,6.1
PROMO_2024_8180,SKU_Beverages_912,Dairy,2024-05-21,2024-05-28,22.8,South,Express,2006,16.0
PROMO_2024_8181,SKU_Dairy_333,Dairy,2024-07-24,2024-07-31,14.3,East,Hypermarket,1066,12.8
PROMO_2024_8182,SKU_Dairy_300,Dairy,2024-02-12,2024-02-19,22.3,West,Hypermarket,865,19.6
PROMO_2024_8183,SKU_Snacks_872,Snacks,2024-05-04,2024-05-11,29.9,East,Express,2756,14.4
PROMO_2024_8184,SKU_Frozen_882,Beverages,2024-07-20,2024-07-27,18.9,North,Hypermarket,1848,15.1
PROMO_2024_8185,SKU_Snacks_376,Snacks,2024-12-27,2025-01-03,12.4,West,Hypermarket,2996,7.7
PROMO_2024_8186,SKU_Dairy_288,Cereals,2024-06-13,2024-06-20,27.1,East,Hypermarket,1480,10.5
PROMO_2024_8187,SKU_Cereals_892,Snacks,2024-08-16,2024-08-23,10.3,East,Express,1770,14.3
PROMO_2024_8188,SKU_Snacks_755,Frozen,2024-02-05,2024-02-12,18.5,West,Online,1265,13.0
PROMO_2024_8189,SKU_Snacks_906,Frozen,2024-08-18,2024-08-25,19.0,South,Express,2015,11.0
PROMO_2024_8190,SKU_Beverages_881,Snacks,2024-12-18,2024-12-25,27.8,North,Express,2131,14.6
PROMO_2024_8191,SKU_Cereals_589,Cereals,2024-12-25,2025-01-01,10.3,West,Hypermarket,2749,13.6
PROMO_2024_8192,SKU_Beverages_370,Snacks,2024-08-26,2024-09-02,22.9,East,Online,1425,9.2
PROMO_2024_8193,SKU_Dairy_172,Dairy,2024-12-01,2024-12-08,24.0,North,Express,2243,8.1
PROMO_2024_8194,SKU_Cereals_517,Cereals,2024-07-18,2024-07-25,10.3,North,Hypermarket,1170,8.2
PROMO_2024_8195,SKU_Snacks_122,Snacks,2024-04-02,2024-04-09,27.8,West,Hypermarket,2250,12.6
PROMO_2024_8196,SKU_Snacks_140,Frozen,2024-08-13,2024-08-20,11.7,North,Hypermarket,1903,5.4
PROMO_2024_8197,SKU_Snacks_144,Dairy,2024-05-19,2024-05-26,12.9,East,Online,2659,16.2
PROMO_2024_8198,SKU_Snacks_398,Frozen,2024-05-20,2024-05-27,16.6,North,Online,814,14.9
PROMO_2024_8199,SKU_Frozen_852,Snacks,2024-09-26,2024-10-03,21.7,North,Hypermarket,1779,16.8
PROMO_2024_8200,SKU_Dairy_607,Frozen,2024-11-20,2024-11-27,16.9,West,Hypermarket,1294,19.6
PROMO_2024_8201,SKU_Beverages_495,Dairy,2024-12-14,2024-12-21,28.7,West,Express,2135,13.0
PROMO_2024_8202,SKU_Snacks_155,Cereals,2024-11-11,2024-11-18,24.8,South,Express,559,8.6
PROMO_2024_8203,SKU_Dairy_914,Dairy,2024-09-15,2024-09-22,15.8,West,Express,1451,12.6
PROMO_2024_8204,SKU_Cereals_637,Frozen,2024-06-23,2024-06-30,27.0,East,Online,2347,5.5
PROMO_2024_8205,SKU_Beverages_899,Beverages,2024-05-16,2024-05-23,15.1,South,Express,2596,13.1
PROMO_2024_8206,SKU_Beverages_276,Cereals,2024-09-02,2024-09-09,10.9,East,Hypermarket,2727,5.7
PROMO_2024_8207,SKU_Dairy_962,Frozen,2024-05-24,2024-05-31,23.0,East,Online,2592,13.9
PROMO_2024_8208,SKU_Cereals_998,Cereals,2024-04-28,2024-05-05,20.4,West,Hypermarket,2694,5.4
PROMO_2024_8209,SKU_Beverages_909,Snacks,2024-08-27,2024-09-03,30.0,South,Online,2916,13.3
PROMO_2024_8210,SKU_Dairy_562,Dairy,2024-07-03,2024-07-10,25.7,North,Online,1532,7.7
PROMO_2024_8211,SKU_Frozen_627,Snacks,2024-01-21,2024-01-28,22.0,West,Express,1694,16.0
PROMO_2024_8212,SKU_Frozen_407,Snacks,2024-09-26,2024-10-03,23.6,South,Online,533,18.7
PROMO_2024_8213,SKU_Snacks_520,Snacks,2024-07-06,2024-07-13,15.0,North,Online,2086,12.4
PROMO_2024_8214,SKU_Beverages_899,Dairy,2024-01-21,2024-01-28,23.0,North,Express,1769,8.8
PROMO_2024_8215,SKU_Frozen_275,Beverages,2024-03-08,2024-03-15,20.3,East,Online,940,9.3
PROMO_2024_8216,SKU_Frozen_558,Beverages,2024-01-04,2024-01-11,16.5,South,Hypermarket,2575,13.6
PROMO_2024_8217,SKU_Cereals_454,Frozen,2024-02-20,2024-02-27,27.8,West,Online,2137,17.1
PROMO_2024_8218,SKU_Dairy_167,Frozen,2024-05-11,2024-05-18,28.7,North,Express,1820,16.0
PROMO_2024_8219,SKU_Beverages_206,Dairy,2024-02-02,2024-02-09,28.0,West,Express,984,5.4
PROMO_2024_8220,SKU_Dairy_298,Snacks,2024-07-24,2024-07-31,18.2,South,Express,2232,8.3
PROMO_2024_8221,SKU_Snacks_886,Beverages,2024-01-17,2024-01-24,28.1,West,Online,2197,10.1
PROMO_2024_8222,SKU_Beverages_592,Frozen,2024-04-29,2024-05-06,17.7,West,Express,1374,11.4
PROMO_2024_8223,SKU_Snacks_248,Cereals,2024-01-15,2024-01-22,12.2,South,Express,1817,13.4
PROMO_2024_8224,SKU_Beverages_381,Dairy,2024-02-12,2024-02-19,22.2,East,Express,914,13.2
PROMO_2024_8225,SKU_Cereals_712,Frozen,2024-06-27,2024-07-04,18.2,South,Online,1149,12.2
PROMO_2024_8226,SKU_Snacks_908,Frozen,2024-08-02,2024-08-09,21.8,North,Online,1088,18.7
PROMO_2024_8227,SKU_Cereals_128,Beverages,2024-09-05,2024-09-12,21.8,North,Hypermarket,1308,8.4
PROMO_2024_8228,SKU_Frozen_120,Beverages,2024-11-06,2024-11-13,18.9,South,Hypermarket,2510,16.8
PROMO_2024_8229,SKU_Snacks_379,Snacks,2024-04-03,2024-04-10,24.0,West,Express,2713,16.2
PROMO_2024_8230,SKU_Cereals_536,Snacks,2024-02-20,2024-02-27,16.9,West,Online,2327,19.1
PROMO_2024_8231,SKU_Beverages_172,Cereals,2024-09-14,2024-09-21,15.4,West,Express,2407,17.5
PROMO_2024_8232,SKU_Snacks_219,Beverages,2024-07-15,2024-07-22,22.3,South,Online,706,13.9
PROMO_2024_8233,SKU_Snacks_766,Dairy,2024-07-24,2024-07-31,20.2,West,Hypermarket,882,12.8
PROMO_2024_8234,SKU_Cereals_679,Snacks,2024-10-20,2024-10-27,21.2,East,Online,1599,5.5
PROMO_2024_8235,SKU_Dairy_756,Cereals,2024-03-07,2024-03-14,23.4,South,Express,2774,18.5
PROMO_2024_8236,SKU_Frozen_575,Beverages,2024-10-04,2024-10-11,22.7,South,Express,1750,5.9
PROMO_2024_8237,SKU_Beverages_893,Frozen,2024-09-17,2024-09-24,15.8,North,Express,1984,14.4
PROMO_2024_8238,SKU_Snacks_615,Dairy,2024-11-11,2024-11-18,17.8,West,Online,1888,11.5
PROMO_2024_8239,SKU_Snacks_868,Frozen,2024-06-10,2024-06-17,18.2,North,Express,1902,20.0
PROMO_2024_8240,SKU_Frozen_945,Snacks,2024-04-18,2024-04-25,23.4,North,Hypermarket,1330,12.3
PROMO_2024_8241,SKU_Snacks_504,Beverages,2024-04-06,2024-04-13,26.8,North,Online,1725,9.7
PROMO_2024_8242,SKU_Frozen_161,Snacks,2024-10-14,2024-10-21,10.5,East,Hypermarket,2415,8.5
PROMO_2024_8243,SKU_Frozen_211,Frozen,2024-11-08,2024-11-15,29.1,North,Express,2451,19.8
PROMO_2024_8244,SKU_Dairy_936,Beverages,2024-09-16,2024-09-23,24.1,South,Online,2274,6.2
PROMO_2024_8245,SKU_Cereals_908,Beverages,2024-03-26,2024-04-02,13.0,West,Hypermarket,645,6.8
PROMO_2024_8246,SKU_Dairy_261,Beverages,2024-01-25,2024-02-01,18.5,East,Hypermarket,769,14.4
PROMO_2024_8247,SKU_Snacks_461,Dairy,2024-03-05,2024-03-12,13.1,East,Hypermarket,2388,11.2
PROMO_2024_8248,SKU_Frozen_259,Cereals,2024-03-19,2024-03-26,18.5,East,Express,2003,18.8
PROMO_2024_8249,SKU_Dairy_901,Dairy,2024-11-25,2024-12-02,11.1,South,Express,696,11.6
PROMO_2024_8250,SKU_Cereals_679,Beverages,2024-02-04,2024-02-11,29.4,East,Express,1947,8.5
PROMO_2024_8251,SKU_Frozen_843,Snacks,2024-09-16,2024-09-23,29.7,West,Online,1544,15.3
PROMO_2024_8252,SKU_Cereals_205,Dairy,2024-08-22,2024-08-29,22.9,North,Online,2778,10.3
PROMO_2024_8253,SKU_Dairy_732,Cereals,2024-12-22,2024-12-29,23.8,West,Online,831,12.5
PROMO_2024_8254,SKU_Beverages_915,Frozen,2024-09-06,2024-09-13,25.2,East,Online,2914,16.8
PROMO_2024_8255,SKU_Dairy_242,Snacks,2024-09-27,2024-10-04,22.0,West,Online,1594,5.9
PROMO_2024_8256,SKU_Dairy_169,Frozen,2024-11-27,2024-12-04,17.3,North,Express,2147,19.8
PROMO_2024_8257,SKU_Cereals_109,Cereals,2024-03-31,2024-04-07,26.6,East,Express,786,16.8
PROMO_2024_8258,SKU_Cereals_544,Beverages,2024-05-29,2024-06-05,27.9,East,Online,657,17.1
PROMO_2024_8259,SKU_Dairy_104,Frozen,2024-04-09,2024-04-16,28.7,North,Express,2232,17.7
PROMO_2024_8260,SKU_Cereals_155,Snacks,2024-10-28,2024-11-04,25.8,West,Online,1701,7.6
PROMO_2024_8261,SKU_Frozen_298,Dairy,2024-08-29,2024-09-05,29.7,West,Hypermarket,1470,6.7
PROMO_2024_8262,SKU_Dairy_104,Cereals,2024-05-20,2024-05-27,29.4,West,Online,573,16.2
PROMO_2024_8263,SKU_Snacks_739,Snacks,2024-07-27,2024-08-03,18.1,South,Hypermarket,2088,7.0
PROMO_2024_8264,SKU_Snacks_396,Snacks,2024-02-18,2024-02-25,27.4,East,Online,2586,17.3
PROMO_2024_8265,SKU_Snacks_131,Snacks,2024-08-11,2024-08-18,24.1,West,Hypermarket,2557,6.6
PROMO_2024_8266,SKU_Cereals_306,Cereals,2024-10-09,2024-10-16,21.8,East,Hypermarket,1993,13.8
PROMO_2024_8267,SKU_Beverages_616,Snacks,2024-04-08,2024-04-15,23.5,South,Express,1654,11.7
PROMO_2024_8268,SKU_Frozen_244,Beverages,2024-09-24,2024-10-01,16.6,North,Online,2632,12.5
PROMO_2024_8269,SKU_Snacks_318,Frozen,2024-02-27,2024-03-05,12.4,West,Hypermarket,1309,16.4
PROMO_2024_8270,SKU_Frozen_261,Snacks,2024-10-10,2024-10-17,22.4,West,Express,1754,6.4
PROMO_2024_8271,SKU_Frozen_583,Cereals,2024-04-14,2024-04-21,17.4,East,Express,1652,5.4
PROMO_2024_8272,SKU_Beverages_597,Beverages,2024-06-20,2024-06-27,17.0,South,Express,961,18.8
PROMO_2024_8273,SKU_Frozen_141,Dairy,2024-08-03,2024-08-10,10.7,South,Online,1726,13.8
PROMO_2024_8274,SKU_Beverages_790,Cereals,2024-03-01,2024-03-08,10.3,West,Hypermarket,2433,17.3
PROMO_2024_8275,SKU_Frozen_678,Dairy,2024-08-23,2024-08-30,19.9,East,Online,1334,15.3
PROMO_2024_8276,SKU_Cereals_382,Beverages,2024-01-06,2024-01-13,25.0,East,Express,2540,14.1
PROMO_2024_8277,SKU_Dairy_982,Beverages,2024-03-12,2024-03-19,14.6,South,Express,1350,7.5
PROMO_2024_8278,SKU_Frozen_994,Beverages,2024-07-22,2024-07-29,14.0,South,Express,1779,9.1
PROMO_2024_8279,SKU_Cereals_267,Snacks,2024-08-31,2024-09-07,17.6,East,Hypermarket,1688,14.7
PROMO_2024_8280,SKU_Snacks_526,Frozen,2024-11-22,2024-11-29,13.2,North,Hypermarket,2874,6.4
PROMO_2024_8281,SKU_Beverages_835,Frozen,2024-03-14,2024-03-21,17.5,East,Online,709,7.0
PROMO_2024_8282,SKU_Cereals_620,Frozen,2024-09-05,2024-09-12,17.1,West,Hypermarket,2282,15.0
PROMO_2024_8283,SKU_Cereals_310,Dairy,2024-01-18,2024-01-25,15.4,West,Express,2780,17.2
PROMO_2024_8284,SKU_Snacks_602,Dairy,2024-08-07,2024-08-14,22.2,East,Express,783,5.1
PROMO_2024_8285,SKU_Frozen_761,Snacks,2024-10-19,2024-10-26,12.2,North,Express,1729,16.7
PROMO_2024_8286,SKU_Beverages_126,Beverages,2024-11-07,2024-11-14,10.8,East,Hypermarket,1865,13.8
PROMO_2024_8287,SKU_Cereals_518,Cereals,2024-11-05,2024-11-12,14.9,East,Express,1160,11.9
PROMO_2024_8288,SKU_Dairy_177,Cereals,2024-01-06,2024-01-13,23.1,North,Hypermarket,2954,6.5
PROMO_2024_8289,SKU_Frozen_743,Beverages,2024-02-23,2024-03-01,14.9,South,Online,893,11.9
PROMO_2024_8290,SKU_Cereals_671,Frozen,2024-05-14,2024-05-21,21.2,East,Express,2865,11.6
PROMO_2024_8291,SKU_Snacks_176,Cereals,2024-12-02,2024-12-09,17.3,East,Express,762,11.3
PROMO_2024_8292,SKU_Snacks_806,Frozen,2024-04-19,2024-04-26,20.6,South,Express,2391,19.5
PROMO_2024_8293,SKU_Frozen_566,Beverages,2024-01-21,2024-01-28,27.0,West,Online,1062,16.5
PROMO_2024_8294,SKU_Dairy_847,Beverages,2024-12-17,2024-12-24,19.8,North,Online,2719,13.2
PROMO_2024_8295,SKU_Snacks_153,Dairy,2024-04-05,2024-04-12,16.8,East,Express,2749,11.1
PROMO_2024_8296,SKU_Cereals_488,Beverages,2024-11-28,2024-12-05,27.2,East,Hypermarket,1305,17.5
PROMO_2024_8297,SKU_Frozen_309,Snacks,2024-01-19,2024-01-26,13.3,West,Express,2145,7.7
PROMO_2024_8298,SKU_Dairy_599,Snacks,2024-08-03,2024-08-10,22.3,South,Express,847,13.9
PROMO_2024_8299,SKU_Cereals_840,Cereals,2024-06-05,2024-06-12,13.6,South,Online,2151,8.0
PROMO_2024_8300,SKU_Cereals_280,Dairy,2024-09-18,2024-09-25,16.2,South,Online,723,8.5
PROMO_2024_8301,SKU_Cereals_743,Snacks,2024-06-26,2024-07-03,13.4,West,Express,2655,6.3
PROMO_2024_8302,SKU_Dairy_278,Frozen,2024-08-14,2024-08-21,29.1,South,Express,2417,13.0
PROMO_2024_8303,SKU_Snacks_525,Frozen,2024-08-05,2024-08-12,12.1,South,Hypermarket,1832,15.4
PROMO_2024_8304,SKU_Beverages_241,Dairy,2024-03-17,2024-03-24,11.0,North,Online,863,13.1
PROMO_2024_8305,SKU_Snacks_350,Cereals,2024-02-24,2024-03-02,19.6,North,Hypermarket,1080,7.5
PROMO_2024_8306,SKU_Beverages_740,Snacks,2024-03-10,2024-03-17,24.9,West,Express,1022,19.2
PROMO_2024_8307,SKU_Cereals_179,Cereals,2024-02-18,2024-02-25,18.9,East,Express,1231,18.6
PROMO_2024_8308,SKU_Beverages_820,Cereals,2024-01-25,2024-02-01,10.7,North,Hypermarket,2989,14.4
PROMO_2024_8309,SKU_Cereals_429,Frozen,2024-08-24,2024-08-31,10.6,East,Online,1005,6.2
PROMO_2024_8310,SKU_Cereals_957,Beverages,2024-12-21,2024-12-28,10.5,East,Hypermarket,1178,17.4
PROMO_2024_8311,SKU_Cereals_959,Cereals,2024-06-24,2024-07-01,12.3,South,Online,2366,16.7
PROMO_2024_8312,SKU_Cereals_633,Snacks,2024-06-18,2024-06-25,17.9,North,Hypermarket,2818,5.8
PROMO_2024_8313,SKU_Snacks_671,Cereals,2024-09-05,2024-09-12,18.8,North,Express,2978,19.3
PROMO_2024_8314,SKU_Cereals_714,Cereals,2024-09-09,2024-09-16,10.6,East,Hypermarket,1741,6.8
PROMO_2024_8315,SKU_Frozen_613,Cereals,2024-07-14,2024-07-21,25.8,East,Express,763,5.6
PROMO_2024_8316,SKU_Frozen_332,Beverages,2024-06-27,2024-07-04,20.8,South,Express,2941,6.0
PROMO_2024_8317,SKU_Dairy_443,Snacks,2024-03-22,2024-03-29,29.2,South,Express,2437,14.2
PROMO_2024_8318,SKU_Cereals_462,Snacks,2024-11-12,2024-11-19,25.3,South,Online,1761,12.1
PROMO_2024_8319,SKU_Frozen_971,Cereals,2024-01-07,2024-01-14,27.9,South,Express,2227,7.9
PROMO_2024_8320,SKU_Dairy_961,Beverages,2024-11-27,2024-12-04,26.9,East,Online,1854,12.6
PROMO_2024_8321,SKU_Cereals_658,Beverages,2024-02-07,2024-02-14,17.0,West,Hypermarket,2428,19.7
PROMO_2024_8322,SKU_Dairy_469,Dairy,2024-08-14,2024-08-21,18.5,West,Hypermarket,2391,6.1
PROMO_2024_8323,SKU_Dairy_205,Cereals,2024-12-29,2025-01-05,15.7,North,Hypermarket,585,12.1
PROMO_2024_8324,SKU_Beverages_339,Frozen,2024-12-26,2025-01-02,17.8,South,Online,768,9.8
PROMO_2024_8325,SKU_Frozen_121,Cereals,2024-08-27,2024-09-03,24.4,West,Hypermarket,2256,14.1
PROMO_2024_8326,SKU_Frozen_425,Snacks,2024-02-01,2024-02-08,15.2,West,Express,1788,5.9
PROMO_2024_8327,SKU_Beverages_637,Cereals,2024-08-12,2024-08-19,15.2,East,Hypermarket,2919,8.9
PROMO_2024_8328,SKU_Frozen_272,Dairy,2024-07-29,2024-08-05,18.0,West,Hypermarket,2944,18.4
PROMO_2024_8329,SKU_Frozen_813,Frozen,2024-02-19,2024-02-26,12.2,South,Online,1455,7.8
PROMO_2024_8330,SKU_Frozen_760,Beverages,2024-12-24,2024-12-31,29.0,East,Express,1238,13.6
PROMO_2024_8331,SKU_Snacks_573,Dairy,2024-11-12,2024-11-19,19.4,West,Hypermarket,1279,10.5
PROMO_2024_8332,SKU_Frozen_946,Dairy,2024-11-12,2024-11-19,12.3,West,Hypermarket,739,6.2
PROMO_2024_8333,SKU_Cereals_348,Dairy,2024-02-23,2024-03-01,20.0,North,Online,2431,14.9
PROMO_2024_8334,SKU_Frozen_756,Frozen,2024-08-24,2024-08-31,13.3,South,Hypermarket,2852,5.9
PROMO_2024_8335,SKU_Dairy_244,Beverages,2024-08-18,2024-08-25,21.1,North,Hypermarket,2982,14.6
PROMO_2024_8336,SKU_Snacks_748,Beverages,2024-07-31,2024-08-07,10.5,East,Express,2073,15.0
PROMO_2024_8337,SKU_Beverages_986,Cereals,2024-01-02,2024-01-09,18.3,North,Hypermarket,1988,16.1
PROMO_2024_8338,SKU_Frozen_633,Frozen,2024-03-21,2024-03-28,19.1,West,Online,2788,8.9
PROMO_2024_8339,SKU_Cereals_369,Cereals,2024-08-14,2024-08-21,21.6,South,Express,994,11.2
PROMO_2024_8340,SKU_Cereals_607,Dairy,2024-12-13,2024-12-20,30.0,South,Express,2835,14.5
PROMO_2024_8341,SKU_Cereals_681,Cereals,2024-04-27,2024-05-04,16.6,South,Hypermarket,729,6.7
PROMO_2024_8342,SKU_Snacks_437,Cereals,2024-10-29,2024-11-05,27.0,West,Express,2335,5.3
PROMO_2024_8343,SKU_Beverages_858,Beverages,2024-09-27,2024-10-04,10.9,South,Hypermarket,1517,16.7
PROMO_2024_8344,SKU_Beverages_958,Dairy,2024-05-30,2024-06-06,12.4,East,Express,1967,5.8
PROMO_2024_8345,SKU_Cereals_431,Cereals,2024-08-30,2024-09-06,10.2,East,Online,2609,8.3
PROMO_2024_8346,SKU_Snacks_546,Frozen,2024-09-18,2024-09-25,12.9,North,Hypermarket,1086,5.5
PROMO_2024_8347,SKU_Beverages_926,Snacks,2024-02-25,2024-03-03,18.1,South,Hypermarket,2481,14.9
PROMO_2024_8348,SKU_Dairy_801,Dairy,2024-12-13,2024-12-20,21.5,West,Express,2394,6.6
PROMO_2024_8349,SKU_Dairy_714,Dairy,2024-09-15,2024-09-22,12.8,North,Hypermarket,2286,17.7
PROMO_2024_8350,SKU_Snacks_533,Beverages,2024-08-26,2024-09-02,28.8,West,Online,2887,8.9
PROMO_2024_8351,SKU_Snacks_972,Snacks,2024-12-22,2024-12-29,12.4,East,Hypermarket,950,5.1
PROMO_2024_8352,SKU_Frozen_180,Dairy,2024-11-20,2024-11-27,20.3,North,Hypermarket,1851,17.7
PROMO_2024_8353,SKU_Frozen_160,Frozen,2024-02-06,2024-02-13,23.8,West,Express,952,12.3
PROMO_2024_8354,SKU_Beverages_619,Frozen,2024-07-28,2024-08-04,11.7,South,Express,2047,19.7
PROMO_2024_8355,SKU_Cereals_765,Dairy,2024-08-03,2024-08-10,11.5,East,Express,726,18.4
PROMO_2024_8356,SKU_Frozen_371,Frozen,2024-06-25,2024-07-02,13.9,North,Online,2460,19.3
PROMO_2024_8357,SKU_Dairy_372,Cereals,2024-03-22,2024-03-29,25.7,South,Express,1619,9.6
PROMO_2024_8358,SKU_Cereals_287,Frozen,2024-05-20,2024-05-27,20.4,East,Online,2934,19.4
PROMO_2024_8359,SKU_Frozen_567,Dairy,2024-01-29,2024-02-05,12.2,East,Express,2047,15.9
PROMO_2024_8360,SKU_Beverages_601,Frozen,2024-05-06,2024-05-13,10.0,South,Online,2578,6.0
PROMO_2024_8361,SKU_Frozen_306,Snacks,2024-08-05,2024-08-12,11.2,West,Online,1335,13.3
PROMO_2024_8362,SKU_Dairy_436,Beverages,2024-12-16,2024-12-23,14.7,North,Hypermarket,1001,7.0
PROMO_2024_8363,SKU_Frozen_699,Snacks,2024-07-20,2024-07-27,20.5,West,Online,1058,7.0
PROMO_2024_8364,SKU_Dairy_517,Cereals,2024-10-19,2024-10-26,29.1,South,Express,2691,12.4
PROMO_2024_8365,SKU_Dairy_144,Cereals,2024-11-25,2024-12-02,14.4,North,Online,2684,18.8
PROMO_2024_8366,SKU_Beverages_472,Snacks,2024-03-08,2024-03-15,11.6,North,Express,2517,6.6
PROMO_2024_8367,SKU_Dairy_443,Snacks,2024-03-12,2024-03-19,13.6,West,Hypermarket,538,11.0
PROMO_2024_8368,SKU_Dairy_533,Dairy,2024-05-13,2024-05-20,17.1,West,Express,2718,8.8
PROMO_2024_8369,SKU_Snacks_751,Frozen,2024-05-25,2024-06-01,11.7,North,Hypermarket,2312,9.0
PROMO_2024_8370,SKU_Snacks_534,Beverages,2024-08-19,2024-08-26,17.3,West,Hypermarket,1153,17.4
PROMO_2024_8371,SKU_Snacks_406,Frozen,2024-12-25,2025-01-01,21.0,West,Express,1732,6.1
PROMO_2024_8372,SKU_Dairy_948,Snacks,2024-06-29,2024-07-06,12.4,South,Hypermarket,840,8.7
PROMO_2024_8373,SKU_Frozen_347,Frozen,2024-07-12,2024-07-19,27.4,North,Hypermarket,2554,7.4
PROMO_2024_8374,SKU_Dairy_597,Snacks,2024-08-19,2024-08-26,13.6,North,Express,845,16.6
PROMO_2024_8375,SKU_Cereals_320,Beverages,2024-11-25,2024-12-02,10.6,South,Hypermarket,2166,11.2
PROMO_2024_8376,SKU_Beverages_938,Frozen,2024-10-29,2024-11-05,15.8,South,Express,2795,8.1
PROMO_2024_8377,SKU_Dairy_385,Beverages,2024-08-31,2024-09-07,19.8,South,Express,1858,11.8
PROMO_2024_8378,SKU_Beverages_979,Beverages,2024-10-20,2024-10-27,15.4,West,Online,1536,12.1
PROMO_2024_8379,SKU_Dairy_143,Beverages,2024-08-21,2024-08-28,11.4,South,Online,879,12.2
PROMO_2024_8380,SKU_Dairy_192,Dairy,2024-02-26,2024-03-04,29.6,East,Express,1769,7.8
